Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,4,158595,2501721.0966519266,640498.0934933671,640498.0934933671,28.461429855831604,979621.7217391304,979621.7217391304
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,5,158686,2514867.6035353537,508231.39646464644,508231.39646464644,28.021464646464647,774820.531280077,774820.531280077
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,6,162136,2572520.370828183,1077364.8720642768,1077364.8720642768,31.71798417371933,1397896.0408981557,1397896.0408981557
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,7,166445,2613382.0987951807,724931.5319277109,677665.7909638555,40.725301204819274,1446377.8161057692,1352073.5733173077
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,8,165656,2403371.3176043555,140320.07743496672,16629.870538415,39.6216562015423,140320.07743496672,16629.870538415
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,9,161129,2388224.6393034826,321430.4527363184,321430.4527363184,31.504032619860894,973371.3145009417,973371.3145009417
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,10,161628,2496976.2628642283,659746.7482951023,659746.7482951023,34.09862212978938,868002.8588907014,868002.8588907014
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,1,65376,2581778.719754977,1605406.7013782542,1137688.5160796326,25.8728943338438,1605406.7013782542,1137688.5160796326
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,2,64982,2488032.5053929123,1174201.2526964562,1174201.2526964562,25.482964190493377,2458247.1387096774,2458247.1387096774
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,3,64970,2374828.573189522,1711522.379044684,1711522.379044684,25.34206471494607,2103746.257575758,2103746.257575758
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,4,66385,2635468.0784313725,992504.8552036199,992504.8552036199,28.48936116969122,1589446.1811594204,1589446.1811594204
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,5,67062,2458566.0,456937.3970149254,456937.3970149254,28.375123635553578,984398.8938906753,984398.8938906753
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,6,67445,2458865.305637982,501504.6409495549,501504.6409495549,29.849859997006227,1090368.1548387096,1090368.1548387096
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,7,67538,2562720.8961424334,420412.52522255195,420412.52522255195,30.681008902077153,636759.6449438202,636759.6449438202
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,8,67347,2399234.912332838,925025.4680534918,925025.4680534918,29.224637857147588,1915514.276923077,1915514.276923077
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,9,67377,2347317.664190193,754844.73551263,754844.73551263,29.641303603876104,846684.1783333333,846684.1783333333
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,10,67446,2441309.8041543025,618234.5148367953,618234.5148367953,31.331283184671875,907821.4880174292,907821.4880174292
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,147584,2600625.0862186016,760644.1221995926,760644.1221995926,22.04822353390677,1011217.321299639,1011217.321299639
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,147545,2544187.4052953157,166248.59266802444,166248.59266802444,22.798902535754465,241980.41205533597,241980.41205533597
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,147647,2644880.282225237,934806.6940298508,934806.6940298508,22.83502003980345,1109424.3695652173,1109424.3695652173
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,147876,2538107.6937669376,850086.8577235772,850086.8577235772,22.711853981683447,1807965.7089337176,1807965.7089337176
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,142229,2579057.9774647886,1030790.2169014085,1030790.2169014085,17.945022812933942,1352793.0757855822,1352793.0757855822
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,150991,2644939.904445919,890333.9668214996,890333.9668214996,26.04713328510305,1305188.0233463035,1305188.0233463035
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,153892,2454942.4609375,586142.666015625,0.0,28.093799167209202,2267796.3098236774,0.0
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,153560,2501034.348336595,600549.9328114807,600549.9328114807,27.68145036209267,2223775.4758454105,2223775.4758454105
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,158191,2411262.0721975933,262776.883470551,262776.883470551,33.92463584547182,877219.2367864694,877219.2367864694
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,157108,2551779.464285714,504804.61160714284,500847.393494898,32.527746820986046,504804.61160714284,500847.393494898
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,1,156968,2629320.1123882504,928684.8167305236,752400.1424010217,26.94316730523627,1731333.8369047618,1402688.8369047618
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,2,157676,2564874.968233799,846454.6626429479,846454.6626429479,27.952986022871663,1316521.3824110671,1316521.3824110671
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,3,150831,2471463.5750332004,1422071.7835325366,549015.1958831341,22.08565737051793,1535225.882437276,592700.2759856631
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,4,153488,2485699.851174935,1496642.2721932116,1496642.2721932116,23.864784084014477,1551323.3836265223,1551323.3836265223
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,5,150070,2538499.3711009426,2168155.5193591453,2168155.5193591453,21.44421222065558,2498382.283076923,2498382.283076923
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,6,153555,2603168.9419439007,1049403.6314416179,1049403.6314416179,23.775446802227492,1615196.5532128515,1615196.5532128515
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,7,159098,2599091.8513853904,138990.96725440805,138990.96725440805,29.16183879093199,408736.4,408736.4
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,8,167156,2537756.7338129496,145123.8345323741,100927.5185851319,41.8794964028777,145123.8345323741,100927.5185851319
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,9,158906,2485721.707440101,123124.86254728878,9607.126103404791,29.466865257001285,433946.7377777778,33859.782222222224
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,10,161110,2590611.592039801,1151954.8930348258,1151954.8930348258,32.03421287530012,1693184.1572212067,1693184.1572212067
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,1,155303,2552352.701935484,153991.94451612904,650.461935483871,25.821164203954215,395178.0033112583,1669.23178807947
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,2,156523,2650724.222791293,792484.3361075544,95631.78233034571,27.086471921975342,977001.2099447513,117898.06156274665
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,3,157201,2591971.4569789674,923726.3722115997,923726.3722115997,27.262106272704784,1187972.6868852458,1187972.6868852458
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,4,159432,2468006.607165305,538050.1615336266,538050.1615336266,29.429918290383405,690353.0701612904,690353.0701612904
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,5,158191,2493356.658644712,1618706.8505383155,1618706.8505383155,28.7188093730209,2338461.2232387923,2338461.2232387923
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,6,148880,2628467.3485868103,757083.7429340511,753315.9434724092,20.14544542241721,757083.7429340511,753315.9434724092
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,7,149680,2661356.182183523,2154426.0823844606,2154426.0823844606,20.594775619557936,2241503.931010453,2241503.931010453
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,8,156188,2576466.706863374,721043.1128928801,721043.1128928801,26.638229634381013,854184.052431611,854184.052431611
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,9,157921,2402883.5228426396,1104330.4771573604,1104330.4771573604,28.273639410317195,1223067.345045678,1223067.345045678
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,10,164750,2627063.1557177617,418735.39537712897,415577.92700729927,37.202055620674756,418735.39537712897,415577.92700729927
nappagreedy,nappagreedy.com.newsblur,com.newsblur,1,111088,2529756.34625789,1196163.6510369703,1196163.6510369703,25.209197475202885,1240921.8793264735,1240921.8793264735
nappagreedy,nappagreedy.com.newsblur,com.newsblur,2,109465,2514482.986276304,663712.5580969808,663712.5580969808,21.331483975627986,1288521.893428064,1288521.893428064
nappagreedy,nappagreedy.com.newsblur,com.newsblur,3,110991,2557461.499548329,749871.8319783198,749871.8319783198,25.84552845528455,1037635.1475,1037635.1475
nappagreedy,nappagreedy.com.newsblur,com.newsblur,4,107208,2626265.6074766354,1599257.5859813085,1449117.5859813085,19.666355140186916,1599257.5859813085,1449117.5859813085
nappagreedy,nappagreedy.com.newsblur,com.newsblur,5,111095,2618442.1929666367,801625.1523895401,801625.1523895401,25.85918475039455,1262787.3494318181,1262787.3494318181
nappagreedy,nappagreedy.com.newsblur,com.newsblur,6,110929,2382179.244805781,408289.48238482384,408289.48238482384,22.646793134598013,727820.381642512,727820.381642512
nappagreedy,nappagreedy.com.newsblur,com.newsblur,7,113621,2456262.9488536157,1019170.0202821869,172596.3659611993,32.90917107583774,1289887.056919643,218442.27566964287
nappagreedy,nappagreedy.com.newsblur,com.newsblur,8,112303,2470540.349687779,868096.9045495094,868096.9045495094,26.024085637823372,1045259.5381310419,1045259.5381310419
nappagreedy,nappagreedy.com.newsblur,com.newsblur,9,115042,2603471.0139372824,178287.6132404181,174284.6132404181,37.88588850174216,178287.6132404181,174284.6132404181
nappagreedy,nappagreedy.com.newsblur,com.newsblur,10,112116,2450184.9222520106,854473.7015192136,854473.7015192136,27.663985701519213,1243375.9063719115,1243375.9063719115
